"MMSI","IMO","IR","Ship Name","Call Sign",
"538006746","9133850","N/A","CS DEVELOPMENT","V7QW3",
"Timestamp","Lat","Lon","Heading","Speed","Source",
"2018-08-13 16:19:30Z","-30.05421","44.12508","63.2","14","Sat-AIS",
"2018-08-13 16:19:30Z","-30.05421","44.12508","63.2","14","Sat-AIS",
"2018-08-13 16:19:30Z","-30.05421","44.12508","63.2","14","Sat-AIS",
"2018-08-13 16:19:30Z","-30.05421","44.12508","63.2","14","Sat-AIS",
"2018-08-13 16:19:29Z","-30.05421","44.12508","63.2","14","Sat-AIS",
"2018-08-13 16:19:23Z","-30.05442","44.1246","63.1","14","Sat-AIS",
"2018-08-13 16:19:23Z","-30.05442","44.1246","63.1","14","Sat-AIS",
"2018-08-13 16:19:11Z","-30.05477","44.1238","62.6","14","Sat-AIS",
"2018-08-13 16:19:11Z","-30.05477","44.1238","62.6","14","Sat-AIS",
"2018-08-13 16:19:06Z","-30.05496","44.1234","63.7","14","Sat-AIS",
"2018-08-13 16:19:06Z","-30.05496","44.1234","63.7","14","Sat-AIS",
"2018-08-13 16:19:05Z","-30.05496","44.1234","63.7","14","Sat-AIS",
"2018-08-13 16:18:59Z","-30.05513","44.12299","62.7","14","Sat-AIS",
"2018-08-13 16:18:59Z","-30.05513","44.12299","62.7","14","Sat-AIS",
"2018-08-13 16:18:59Z","-30.05513","44.12299","62.7","14","Sat-AIS",
"2018-08-13 16:18:58Z","-30.05513","44.12299","62.7","14","Sat-AIS",
"2018-08-13 16:18:48Z","-30.05547","44.12223","62.5","14.1","Sat-AIS",
"2018-08-13 16:18:48Z","-30.05547","44.12223","62.5","14.1","Sat-AIS",
"2018-08-13 16:18:48Z","-30.05547","44.12223","62.5","14.1","Sat-AIS",
"2018-08-13 16:18:47Z","-30.05547","44.12223","62.5","14.1","Sat-AIS",
"2018-08-13 16:18:35Z","-30.05583","44.12137","62.3","14","Sat-AIS",
"2018-08-13 16:18:35Z","-30.05583","44.12137","62.3","14","Sat-AIS",
"2018-08-13 16:18:34Z","-30.05583","44.12137","62.3","14","Sat-AIS",
"2018-08-13 16:18:30Z","-30.05599","44.12104","63.3","14.1","Sat-AIS",
"2018-08-13 16:18:30Z","-30.05599","44.12104","63.3","14.1","Sat-AIS",
"2018-08-13 16:18:29Z","-30.05599","44.12104","63.3","14.1","Sat-AIS",
"2018-08-13 16:18:23Z","-30.05619","44.12058","63","14.1","Sat-AIS",
"2018-08-13 16:18:23Z","-30.05619","44.12058","63","14.1","Sat-AIS",
"2018-08-13 16:18:23Z","-30.05619","44.12058","63","14.1","Sat-AIS",
"2018-08-13 16:18:22Z","-30.05619","44.12058","63","14.1","Sat-AIS",
"2018-08-13 16:18:17Z","-30.05636","44.12017","62.5","14.1","Sat-AIS",
"2018-08-13 16:18:17Z","-30.05636","44.12017","62.5","14.1","Sat-AIS",
"2018-08-13 16:18:16Z","-30.05636","44.12017","62.5","14.1","Sat-AIS",
"2018-08-13 16:18:11Z","-30.05654","44.11979","63.3","14","Sat-AIS",
"2018-08-13 16:18:11Z","-30.05654","44.11979","63.3","14","Sat-AIS",
"2018-08-13 16:18:11Z","-30.05654","44.11979","63.3","14","Sat-AIS",
"2018-08-13 16:18:10Z","-30.05654","44.11979","63.3","14","Sat-AIS",
"2018-08-13 16:18:10Z","-30.05654","44.11979","63.3","14","Sat-AIS",
"2018-08-13 16:17:59Z","-30.05687","44.11898","63","14.1","Sat-AIS",
"2018-08-13 16:17:59Z","-30.05687","44.11898","63","14.1","Sat-AIS",
"2018-08-13 16:17:59Z","-30.05687","44.11898","63","14.1","Sat-AIS",
"2018-08-13 16:17:58Z","-30.05687","44.11898","63","14.1","Sat-AIS",
"2018-08-13 16:17:49Z","-30.05719","44.11823","63.6","14","Sat-AIS",
"2018-08-13 16:17:48Z","-30.05719","44.11823","63.6","14","Sat-AIS",
"2018-08-13 16:17:48Z","-30.05719","44.11823","63.6","14","Sat-AIS",
"2018-08-13 16:17:47Z","-30.05719","44.11823","63.6","14","Sat-AIS",
"2018-08-13 16:17:42Z","-30.05739","44.11776","62.9","14.1","Sat-AIS",
"2018-08-13 16:17:41Z","-30.05739","44.11776","62.9","14.1","Sat-AIS",
"2018-08-13 16:17:41Z","-30.05739","44.11776","62.9","14.1","Sat-AIS",
"2018-08-13 16:17:35Z","-30.05756","44.11735","62.2","14","Sat-AIS",
"2018-08-13 16:17:35Z","-30.05756","44.11735","62.2","14","Sat-AIS",
"2018-08-13 16:17:35Z","-30.05756","44.11735","62.2","14","Sat-AIS",
"2018-08-13 16:17:30Z","-30.05772","44.11703","63.8","14","Sat-AIS",
"2018-08-13 16:17:23Z","-30.05791","44.11656","62.6","14.1","Sat-AIS",
"2018-08-13 16:17:23Z","-30.05791","44.11656","62.6","14.1","Sat-AIS",
"2018-08-13 16:17:22Z","-30.05791","44.11656","62.6","14.1","Sat-AIS",
"2018-08-13 16:17:22Z","-30.05791","44.11656","62.6","14.1","Sat-AIS",
"2018-08-13 16:17:17Z","-30.05809","44.11617","63.3","14.1","Sat-AIS",
"2018-08-13 16:17:11Z","-30.05826","44.11577","62.6","14","Sat-AIS",
"2018-08-13 16:17:10Z","-30.05826","44.11577","62.6","14","Sat-AIS",
"2018-08-13 16:17:04Z","-30.05847","44.11537","63.4","14","Sat-AIS",
"2018-08-13 16:17:04Z","-30.05847","44.11537","63.4","14","Sat-AIS",
"2018-08-13 16:17:00Z","-30.05865","44.11496","63","14.1","Sat-AIS",
"2018-08-13 16:16:59Z","-30.05865","44.11496","63","14.1","Sat-AIS",
"2018-08-13 16:16:59Z","-30.05865","44.11496","63","14.1","Sat-AIS",
"2018-08-13 16:16:53Z","-30.05882","44.11458","62.5","14.1","Sat-AIS",
"2018-08-13 16:16:52Z","-30.05882","44.11458","62.5","14.1","Sat-AIS",
"2018-08-13 16:16:52Z","-30.05882","44.11458","62.5","14.1","Sat-AIS",
"2018-08-13 16:16:41Z","-30.05914","44.11385","62.5","14","Sat-AIS",
"2018-08-13 16:16:34Z","-30.05936","44.11339","63","14.1","Sat-AIS",
"2018-08-13 16:16:22Z","-30.05972","44.11258","62.9","14","Sat-AIS",
"2018-08-13 16:16:05Z","-30.06024","44.11138","62.7","14","Sat-AIS",
"2018-08-13 16:15:48Z","-30.06075","44.11025","62.6","14","Sat-AIS",
"2018-08-13 16:15:47Z","-30.06075","44.11025","62.6","14","Sat-AIS",
"2018-08-13 16:15:47Z","-30.06075","44.11025","62.6","14","Sat-AIS",
"2018-08-13 16:14:48Z","-30.06255","44.1062","62.2","14","Sat-AIS",
"2018-08-13 16:14:47Z","-30.06255","44.1062","62.2","14","Sat-AIS",
"2018-08-13 16:13:29Z","-30.06487","44.10103","64.1","14.1","Sat-AIS",
"2018-08-13 16:13:28Z","-30.06487","44.10103","64.1","14.1","Sat-AIS",
"2018-08-13 16:13:28Z","-30.06487","44.10103","64.1","14.1","Sat-AIS",
"2018-08-13 16:13:18Z","-30.06518","44.10026","62.3","13.9","Sat-AIS",
"2018-08-13 16:13:18Z","-30.06518","44.10026","62.3","13.9","Sat-AIS",
"2018-08-13 16:13:17Z","-30.06518","44.10026","62.3","13.9","Sat-AIS",
"2018-08-13 16:13:05Z","-30.06557","44.09938","63.6","14.1","Sat-AIS",
"2018-08-13 16:12:53Z","-30.06589","44.09863","62.6","13.9","Sat-AIS",
"2018-08-13 16:12:37Z","-30.06642","44.09736","62.2","14","Sat-AIS",
"2018-08-13 16:12:34Z","-30.06642","44.09736","62.2","14","Sat-AIS",
"2018-08-13 16:12:34Z","-30.06642","44.09736","62.2","14","Sat-AIS",
"2018-08-13 16:12:23Z","-30.06682","44.0965","63.6","14.1","Sat-AIS",
"2018-08-13 16:12:22Z","-30.06682","44.0965","63.6","14.1","Sat-AIS",
"2018-08-13 16:12:22Z","-30.06682","44.0965","63.6","14.1","Sat-AIS",
"2018-08-13 16:11:47Z","-30.06784","44.09415","63","14","Sat-AIS",
"2018-08-13 16:11:46Z","-30.06784","44.09415","63","14","Sat-AIS",
"2018-08-13 16:11:46Z","-30.06784","44.09415","63","14","Sat-AIS",
"2018-08-13 16:11:46Z","-30.06784","44.09415","63","14","Sat-AIS",
"2018-08-13 16:11:23Z","-30.06855","44.09255","62.8","14","Sat-AIS",
"2018-08-13 16:11:22Z","-30.06855","44.09255","62.8","14","Sat-AIS",
"2018-08-13 16:11:22Z","-30.06855","44.09255","62.8","14","Sat-AIS",
"2018-08-13 16:11:18Z","-30.0687","44.09222","62.7","14.1","Sat-AIS",
"2018-08-13 16:10:47Z","-30.06961","44.09016","62.3","13.9","Sat-AIS",
"2018-08-13 16:10:46Z","-30.06961","44.09016","62.3","13.9","Sat-AIS",
"2018-08-13 16:10:46Z","-30.06961","44.09016","62.3","13.9","Sat-AIS",
"2018-08-13 16:08:26Z","-30.07384","44.08067","63","14","Sat-AIS",
"2018-08-13 15:42:36Z","-30.11892","43.97648","64.2","14.1","Sat-AIS",
"2018-08-13 15:39:56Z","-30.12343","43.96548","64","14.2","Sat-AIS",
"2018-08-13 15:34:19Z","-30.13321","43.94268","63.2","14.2","Sat-AIS",
"2018-08-13 15:32:24Z","-30.13648","43.93521","61.7","14.2","Sat-AIS",
"2018-08-13 15:03:43Z","-30.18754","43.82171","63.2","13.8","Sat-AIS",
"2018-08-13 15:01:53Z","-30.1907","43.81447","63.1","13.7","Sat-AIS",
"2018-08-13 14:57:43Z","-30.19769","43.79808","64","13.8","Sat-AIS",
"2018-08-13 14:41:52Z","-30.22425","43.73652","62.3","13.6","Sat-AIS",
"2018-08-13 14:41:32Z","-30.22487","43.73517","62.7","13.5","Sat-AIS",
"2018-08-13 14:41:21Z","-30.22519","43.73448","63.2","13.5","Sat-AIS",
"2018-08-13 14:41:21Z","-30.22519","43.73448","63.2","13.5","Sat-AIS",
"2018-08-13 14:41:13Z","-30.22539","43.73396","61.9","13.6","Sat-AIS",
"2018-08-13 14:41:12Z","-30.22539","43.73396","61.9","13.6","Sat-AIS",
"2018-08-13 14:41:00Z","-30.22576","43.73319","62.6","13.5","Sat-AIS",
"2018-08-13 14:40:52Z","-30.226","43.73262","62.7","13.6","Sat-AIS",
"2018-08-13 14:34:13Z","-30.23731","43.70686","62.5","13.5","Sat-AIS",
"2018-08-13 14:28:24Z","-30.24722","43.68425","62.4","13.7","Sat-AIS",
"2018-08-13 14:25:29Z","-30.25215","43.67279","64.4","13.8","Sat-AIS",
"2018-08-13 14:23:11Z","-30.25601","43.66364","63.7","13.8","Sat-AIS",
"2018-08-13 13:53:39Z","-30.30088","43.54191","67.3","13.7","Sat-AIS",
"2018-08-13 13:48:48Z","-30.30781","43.5222","66.6","13.9","Sat-AIS",
"2018-08-13 13:48:38Z","-30.30806","43.52153","66.9","13.8","Sat-AIS",
"2018-08-13 13:22:30Z","-30.34901","43.41773","63.9","13.4","Sat-AIS",
"2018-08-13 13:15:49Z","-30.35939","43.39167","66.6","13.5","Sat-AIS",
"2018-08-13 13:14:20Z","-30.3617","43.38583","65.2","13.4","Sat-AIS",
"2018-08-13 12:41:08Z","-30.41095","43.25611","66.9","13.4","Sat-AIS",
"2018-08-13 12:40:58Z","-30.41114","43.25552","66.4","13.3","Sat-AIS",
"2018-08-13 12:31:17Z","-30.42464","43.21719","68.6","13.4","Sat-AIS",
"2018-08-13 12:30:57Z","-30.42509","43.21584","67.7","13.4","Sat-AIS",
"2018-08-13 12:30:47Z","-30.42534","43.21511","68.3","13.4","Sat-AIS",
"2018-08-13 12:30:37Z","-30.42554","43.2145","68.6","13.5","Sat-AIS",
"2018-08-13 12:30:17Z","-30.426","43.21312","68.5","13.4","Sat-AIS",
"2018-08-13 12:30:17Z","-30.426","43.21312","68.5","13.4","Sat-AIS",
"2018-08-13 12:30:17Z","-30.426","43.21312","68.5","13.4","Sat-AIS",
"2018-08-13 12:30:17Z","-30.426","43.21312","68.5","13.4","Sat-AIS",
"2018-08-13 12:29:47Z","-30.42671","43.21101","68.2","13.4","Sat-AIS",
"2018-08-13 12:29:47Z","-30.42671","43.21101","68.2","13.4","Sat-AIS",
"2018-08-13 12:28:47Z","-30.42806","43.20712","68.2","13.3","Sat-AIS",
"2018-08-13 12:28:26Z","-30.42855","43.20567","67.6","13.4","Sat-AIS",
"2018-08-13 12:27:47Z","-30.42942","43.20314","67.8","13.4","Sat-AIS",
"2018-08-13 12:27:26Z","-30.42993","43.20169","67.7","13.4","Sat-AIS",
"2018-08-13 12:26:58Z","-30.43057","43.19981","67.4","13.3","Sat-AIS",
"2018-08-13 12:26:36Z","-30.43105","43.19836","66.3","13.3","Sat-AIS",
"2018-08-13 12:25:58Z","-30.43194","43.19589","67.4","13.4","Sat-AIS",
"2018-08-13 12:25:36Z","-30.43246","43.19443","67.6","13.4","Sat-AIS",
"2018-08-13 12:25:26Z","-30.43265","43.19382","66.5","13.3","Sat-AIS",
"2018-08-13 12:24:58Z","-30.43337","43.19185","67.4","13.4","Sat-AIS",
"2018-08-13 12:24:58Z","-30.43337","43.19185","67.4","13.4","Sat-AIS",
"2018-08-13 12:20:17Z","-30.44003","43.17332","67.6","13.4","Sat-AIS",
"2018-08-13 12:10:49Z","-30.454","43.13568","67.3","13.4","Sat-AIS",
"2018-08-13 12:08:09Z","-30.45787","43.12521","67.6","13.3","Sat-AIS",
"2018-08-13 12:05:19Z","-30.46199","43.11405","66.9","13.3","Sat-AIS",
"2018-08-13 11:57:03Z","-30.47434","43.08217","64.9","13.3","Sat-AIS",
"2018-08-13 11:56:42Z","-30.47486","43.08086","65.9","13.3","Sat-AIS",
"2018-08-13 11:53:03Z","-30.48038","43.06682","64.5","13.3","Sat-AIS",
"2018-08-13 11:35:48Z","-30.50903","43.00157","61.9","13.1","Sat-AIS",
"2018-08-13 11:29:58Z","-30.51879","42.98007","62.9","13","Sat-AIS",
"2018-08-13 11:00:18Z","-30.5654","42.86722","64.3","13.2","Sat-AIS",
"2018-08-13 10:59:59Z","-30.56586","42.86609","64.2","13.2","Sat-AIS",
"2018-08-13 10:56:07Z","-30.57146","42.85095","68.1","13.5","Sat-AIS",
"2018-08-13 10:56:07Z","-30.57146","42.85095","68.1","13.5","Sat-AIS",
"2018-08-13 10:56:07Z","-30.57146","42.85095","68.1","13.5","Sat-AIS",
"2018-08-13 10:55:56Z","-30.57171","42.85022","68.5","13.4","Sat-AIS",
"2018-08-13 10:55:26Z","-30.57239","42.84822","69.4","13.5","Sat-AIS",
"2018-08-13 10:55:16Z","-30.57261","42.84754","68.9","13.5","Sat-AIS",
"2018-08-13 10:55:07Z","-30.57282","42.84695","70.1","13.6","Sat-AIS",
"2018-08-13 10:54:58Z","-30.57305","42.84619","68.7","13.6","Sat-AIS",
"2018-08-13 10:54:56Z","-30.57305","42.84619","68.7","13.6","Sat-AIS",
"2018-08-13 10:54:56Z","-30.57305","42.84619","68.7","13.6","Sat-AIS",
"2018-08-13 10:54:47Z","-30.57324","42.84564","69.9","13.5","Sat-AIS",
"2018-08-13 10:54:26Z","-30.57372","42.84421","69","13.6","Sat-AIS",
"2018-08-13 10:54:07Z","-30.57421","42.84286","68.3","13.6","Sat-AIS",
"2018-08-13 10:53:26Z","-30.5751","42.84009","67.8","13.5","Sat-AIS",
"2018-08-13 10:52:36Z","-30.57624","42.83678","68.1","13.5","Sat-AIS",
"2018-08-13 10:50:46Z","-30.57882","42.82937","67.2","13.6","Sat-AIS",
"2018-08-13 10:50:28Z","-30.57926","42.82816","68.1","13.7","Sat-AIS",
"2018-08-13 10:49:46Z","-30.58025","42.82533","68.2","13.8","Sat-AIS",
"2018-08-13 10:48:07Z","-30.58252","42.81861","68.6","13.7","Sat-AIS",
"2018-08-13 10:47:57Z","-30.58275","42.81792","68.6","13.8","Sat-AIS",
"2018-08-13 10:47:46Z","-30.58303","42.81715","68.5","13.7","Sat-AIS",
"2018-08-13 10:47:07Z","-30.58394","42.81451","68.1","13.7","Sat-AIS",
"2018-08-13 10:46:57Z","-30.58416","42.81389","67.8","13.7","Sat-AIS",
"2018-08-13 10:44:36Z","-30.58754","42.80432","67.3","13.9","Sat-AIS",
"2018-08-13 10:28:24Z","-30.61258","42.73906","64.1","13.9","Sat-AIS",
"2018-08-13 10:24:42Z","-30.61853","42.72421","65.6","13.7","Sat-AIS",
"2018-08-13 10:24:25Z","-30.6188","42.72355","66.1","13.8","Sat-AIS",
"2018-08-13 10:23:35Z","-30.62009","42.7202","65.1","13.7","Sat-AIS",
"2018-08-13 10:21:54Z","-30.62272","42.71344","65.7","13.7","Sat-AIS",
"2018-08-13 10:21:46Z","-30.62292","42.71291","65.3","13.8","Sat-AIS",
"2018-08-13 10:21:36Z","-30.62319","42.71225","65.5","13.7","Sat-AIS",
"2018-08-13 10:20:54Z","-30.62429","42.70942","64.6","13.8","Sat-AIS",
"2018-08-13 10:20:46Z","-30.62451","42.70888","64.8","13.7","Sat-AIS",
"2018-08-13 10:20:46Z","-30.62451","42.70888","64.8","13.7","Sat-AIS",
"2018-08-13 10:20:46Z","-30.62451","42.70888","64.8","13.7","Sat-AIS",
"2018-08-13 10:20:46Z","-30.62451","42.70888","64.8","13.7","Sat-AIS",
"2018-08-13 10:20:46Z","-30.62451","42.70888","64.8","13.7","Sat-AIS",
"2018-08-13 10:20:46Z","-30.62451","42.70888","64.8","13.7","Sat-AIS",
"2018-08-13 10:20:36Z","-30.62478","42.70822","65.4","13.8","Sat-AIS",
"2018-08-13 10:19:54Z","-30.62593","42.70543","65.2","13.7","Sat-AIS",
"2018-08-13 10:19:46Z","-30.62615","42.7049","65.3","13.9","Sat-AIS",
"2018-08-13 10:19:36Z","-30.62642","42.70421","65","13.6","Sat-AIS",
"2018-08-13 10:19:36Z","-30.62642","42.70421","65","13.6","Sat-AIS",
"2018-08-13 10:19:32Z","-30.62669","42.7035","64.9","13.8","Sat-AIS",
"2018-08-13 10:19:25Z","-30.62669","42.7035","64.9","13.8","Sat-AIS",
"2018-08-13 10:18:46Z","-30.62771","42.70088","66.2","13.7","Sat-AIS",
"2018-08-13 10:18:36Z","-30.62799","42.70013","65.1","13.8","Sat-AIS",
"2018-08-13 10:18:04Z","-30.62882","42.69805","65.3","13.7","Sat-AIS",
"2018-08-13 10:18:04Z","-30.62882","42.69805","65.3","13.7","Sat-AIS",
"2018-08-13 10:17:04Z","-30.63041","42.69406","65.4","13.7","Sat-AIS",
"2018-08-13 10:16:36Z","-30.63115","42.6922","65.5","13.7","Sat-AIS",
"2018-08-13 10:16:25Z","-30.63145","42.69146","65.5","13.7","Sat-AIS",
"2018-08-13 10:15:36Z","-30.63279","42.68814","65.6","13.7","Sat-AIS",
"2018-08-13 10:15:25Z","-30.63305","42.68747","65.4","13.8","Sat-AIS",
"2018-08-13 10:15:04Z","-30.63359","42.68609","65.5","13.9","Sat-AIS",
"2018-08-13 10:14:54Z","-30.63386","42.68541","65.2","13.7","Sat-AIS",
"2018-08-13 10:14:25Z","-30.63464","42.68348","66","13.7","Sat-AIS",
"2018-08-13 10:14:15Z","-30.63489","42.6828","64.5","13.7","Sat-AIS",
"2018-08-13 10:14:15Z","-30.63489","42.6828","64.5","13.7","Sat-AIS",
"2018-08-13 10:12:15Z","-30.638","42.67483","65.3","13.8","Sat-AIS",
"2018-08-13 09:51:22Z","-30.67077","42.59095","64.3","13.5","Sat-AIS",
"2018-08-13 09:46:11Z","-30.67922","42.57069","63.3","13.4","Sat-AIS",
"2018-08-13 09:40:11Z","-30.68915","42.54755","63.6","13.5","Sat-AIS",
"2018-08-13 09:17:01Z","-30.72733","42.45821","64.6","13.3","Sat-AIS",
"2018-08-13 09:13:02Z","-30.7337","42.4427","65.1","13.3","Sat-AIS",
"2018-08-13 09:11:51Z","-30.73559","42.43813","64.8","13.4","Sat-AIS",
"2018-08-13 09:07:52Z","-30.74202","42.42255","65.1","13.4","Sat-AIS",
"2018-08-13 09:07:51Z","-30.74202","42.42255","65.1","13.4","Sat-AIS",
"2018-08-13 09:06:51Z","-30.74355","42.41868","64.7","13.4","Sat-AIS",
"2018-08-13 09:05:10Z","-30.74625","42.41207","64.7","13.4","Sat-AIS",
"2018-08-13 09:04:40Z","-30.74705","42.4101","64.6","13.5","Sat-AIS",
"2018-08-13 09:04:21Z","-30.74756","42.40886","64.1","13.4","Sat-AIS",
"2018-08-13 09:03:21Z","-30.74906","42.40508","65","13.4","Sat-AIS",
"2018-08-13 09:03:10Z","-30.74935","42.40435","64.9","13.4","Sat-AIS",
"2018-08-13 09:02:40Z","-30.75014","42.40232","64.9","13.4","Sat-AIS",
"2018-08-13 09:02:22Z","-30.75064","42.40109","65.1","13.5","Sat-AIS",
"2018-08-13 09:02:21Z","-30.75064","42.40109","65.1","13.5","Sat-AIS",
"2018-08-13 09:02:10Z","-30.75092","42.40035","64.1","13.4","Sat-AIS",
"2018-08-13 09:02:01Z","-30.75117","42.39977","65.2","13.4","Sat-AIS",
"2018-08-13 09:01:21Z","-30.7522","42.39717","64.1","13.4","Sat-AIS",
"2018-08-13 09:00:21Z","-30.75379","42.39327","64","13.4","Sat-AIS",
"2018-08-13 08:59:50Z","-30.75465","42.39125","65.7","13.4","Sat-AIS",
"2018-08-13 08:59:21Z","-30.75538","42.38933","64.3","13.4","Sat-AIS",
"2018-08-13 08:59:01Z","-30.75591","42.38801","65.1","13.4","Sat-AIS",
"2018-08-13 08:58:32Z","-30.75668","42.38612","65.5","13.4","Sat-AIS",
"2018-08-13 08:58:01Z","-30.7574","42.38415","64.8","13.4","Sat-AIS",
"2018-08-13 08:57:50Z","-30.75775","42.38337","64.4","13.4","Sat-AIS",
"2018-08-13 08:57:41Z","-30.75798","42.38281","65.2","13.5","Sat-AIS",
"2018-08-13 08:44:35Z","-30.77822","42.33191","65.4","13.5","Sat-AIS",
"2018-08-13 08:44:25Z","-30.77847","42.33125","65.1","13.7","Sat-AIS",
"2018-08-13 08:44:16Z","-30.77872","42.33063","65.6","13.6","Sat-AIS",
"2018-08-13 08:44:05Z","-30.77903","42.32991","65.6","13.7","Sat-AIS",
"2018-08-13 08:43:16Z","-30.7802","42.32678","64.8","13.6","Sat-AIS",
"2018-08-13 08:43:05Z","-30.78046","42.32608","64.3","13.6","Sat-AIS",
"2018-08-13 08:42:54Z","-30.78073","42.32545","65.6","13.6","Sat-AIS",
"2018-08-13 08:42:45Z","-30.78098","42.3248","65.5","13.5","Sat-AIS",
"2018-08-13 08:42:35Z","-30.78126","42.32409","65.3","13.5","Sat-AIS",
"2018-08-13 08:42:24Z","-30.78152","42.32345","65.4","13.7","Sat-AIS",
"2018-08-13 08:41:35Z","-30.78284","42.32018","64.9","13.6","Sat-AIS",
"2018-08-13 08:40:01Z","-30.78544","42.31364","64.6","13.6","Sat-AIS",
"2018-08-13 08:35:11Z","-30.79249","42.2945","67.9","13.6","Sat-AIS",
"2018-08-13 08:30:02Z","-30.79983","42.27375","67.8","13.4","Sat-AIS",
"2018-08-13 08:03:45Z","-30.83779","42.16687","67.3","13.8","Sat-AIS",
"2018-08-13 08:02:17Z","-30.83999","42.16079","66.6","13.8","Sat-AIS",
"2018-08-13 07:56:05Z","-30.84978","42.13566","65.2","13.7","Sat-AIS",
"2018-08-13 07:32:59Z","-30.88708","42.04275","64.4","13.8","Sat-AIS",
"2018-08-13 07:32:35Z","-30.88773","42.04114","65","13.8","Sat-AIS",
"2018-08-13 07:32:17Z","-30.8882","42.03994","64.5","13.9","Sat-AIS",
"2018-08-13 07:31:53Z","-30.88889","42.03816","64.6","13.9","Sat-AIS",
"2018-08-13 07:31:35Z","-30.88935","42.03704","64.5","13.9","Sat-AIS",
"2018-08-13 07:31:17Z","-30.88983","42.03583","64.4","13.8","Sat-AIS",
"2018-08-13 07:31:11Z","-30.89","42.03543","65.1","13.9","Sat-AIS",
"2018-08-13 07:31:06Z","-30.89015","42.03503","64.1","13.9","Sat-AIS",
"2018-08-13 07:30:17Z","-30.89146","42.03185","64.7","13.9","Sat-AIS",
"2018-08-13 07:29:17Z","-30.89313","42.02774","65.2","13.9","Sat-AIS",
"2018-08-13 07:29:11Z","-30.89327","42.02734","64","14","Sat-AIS",
"2018-08-13 07:29:04Z","-30.89346","42.02688","64.7","14","Sat-AIS",
"2018-08-13 07:28:59Z","-30.8936","42.02654","65.2","13.9","Sat-AIS",
"2018-08-13 07:28:41Z","-30.8941","42.02532","64.8","14","Sat-AIS",
"2018-08-13 07:28:29Z","-30.8944","42.02452","64.4","13.9","Sat-AIS",
"2018-08-13 07:28:23Z","-30.89456","42.02413","65.3","14","Sat-AIS",
"2018-08-13 07:28:17Z","-30.89468","42.02379","64.1","14","Sat-AIS",
"2018-08-13 07:27:59Z","-30.89524","42.02249","64.9","14","Sat-AIS",
"2018-08-13 07:27:53Z","-30.89542","42.02208","64.2","13.9","Sat-AIS",
"2018-08-13 07:27:34Z","-30.89589","42.02087","64.5","14","Sat-AIS",
"2018-08-13 07:27:23Z","-30.89619","42.02012","64.6","14","Sat-AIS",
"2018-08-13 07:27:17Z","-30.89636","42.01971","64.7","14","Sat-AIS",
"2018-08-13 07:27:11Z","-30.89652","42.0193","64.7","14","Sat-AIS",
"2018-08-13 07:27:11Z","-30.89652","42.0193","64.7","14","Sat-AIS",
"2018-08-13 07:26:59Z","-30.89685","42.01848","64.6","14","Sat-AIS",
"2018-08-13 07:26:41Z","-30.89738","42.01718","64.4","14.1","Sat-AIS",
"2018-08-13 07:25:59Z","-30.8985","42.01434","64.7","14","Sat-AIS",
"2018-08-13 07:25:41Z","-30.89899","42.01317","65.8","14","Sat-AIS",
"2018-08-13 07:25:11Z","-30.89978","42.01112","64.3","14","Sat-AIS",
"2018-08-13 07:24:54Z","-30.90029","42.00985","65.3","14.1","Sat-AIS",
"2018-08-13 07:24:47Z","-30.90042","42.0095","64.8","14","Sat-AIS",
"2018-08-13 07:24:41Z","-30.90058","42.0091","65.4","14","Sat-AIS",
"2018-08-13 07:24:34Z","-30.90075","42.00863","64.7","14","Sat-AIS",
"2018-08-13 07:24:11Z","-30.90145","42.00699","65.6","14","Sat-AIS",
"2018-08-13 07:23:47Z","-30.90207","42.00536","65.9","14","Sat-AIS",
"2018-08-13 07:23:30Z","-30.90253","42.00413","65","14.1","Sat-AIS",
"2018-08-13 07:23:23Z","-30.90269","42.00372","65.3","14.2","Sat-AIS",
"2018-08-13 07:23:23Z","-30.90269","42.00372","65.3","14.2","Sat-AIS",
"2018-08-13 07:23:17Z","-30.90285","42.0033","64.6","14.1","Sat-AIS",
"2018-08-13 07:23:11Z","-30.90303","42.00288","65.1","14.1","Sat-AIS",
"2018-08-13 07:22:53Z","-30.90353","42.00164","64.8","14.1","Sat-AIS",
"2018-08-13 07:22:47Z","-30.9037","42.00122","65.3","14","Sat-AIS",
"2018-08-13 07:22:34Z","-30.90401","42.0004","64.3","14.1","Sat-AIS",
"2018-08-13 07:22:29Z","-30.90415","42.00007","65","14","Sat-AIS",
"2018-08-13 07:22:23Z","-30.9043","41.99968","65.6","14.2","Sat-AIS",
