"MMSI","IMO","IR","Ship Name","Call Sign",
"563950000","9532599","N/A","YUAN ZHUO HAI","ZJL8035",
"Timestamp","Lat","Lon","Heading","Speed","Source",
"2018-08-13 00:07:18Z","50.21863","-0.44138","73.6","16.9","T-AIS",
"2018-08-13 00:03:53Z","50.21396","-0.46553","73.8","17","T-AIS",
"2018-08-13 00:03:20Z","50.21167","-0.46833","73","8.5","Sat-AIS",
"2018-08-13 00:01:17Z","50.21058","-0.4839","74.2","17.1","T-AIS",
"MMSI","IMO","IR","Ship Name","Call Sign",
"371420000","9447536","N/A","BERGE EVEREST","3FIE3",
"Timestamp","Lat","Lon","Heading","Speed","Source",
"2018-08-13 23:20:40Z","49.3724","-64.23129","275.7","11.5","Sat-AIS",
"2018-08-13 23:19:31Z","49.37167","-64.225","275","5.5","Sat-AIS",
"2018-08-13 23:19:31Z","49.37167","-64.225","275","5.5","Sat-AIS",
"2018-08-13 23:19:09Z","49.37191","-64.22395","275.2","11.5","Sat-AIS",
"2018-08-13 23:19:09Z","49.37191","-64.22395","275.2","11.5","Sat-AIS",
"2018-08-13 23:16:29Z","49.37","-64.21","275","5.5","Sat-AIS",
"2018-08-13 23:14:20Z","49.37058","-64.20026","274.8","11.6","Sat-AIS",
"2018-08-13 23:13:29Z","49.37","-64.195","275","5.5","Sat-AIS",
"2018-08-13 21:43:31Z","49.25167","-63.805","300","5.5","Sat-AIS",
"2018-08-13 21:40:30Z","49.24667","-63.79167","301","5.5","Sat-AIS",
"2018-08-13 21:40:30Z","49.24667","-63.79167","301","5.5","Sat-AIS",
"2018-08-13 21:39:39Z","49.24648","-63.7899","303.3","11.2","Sat-AIS",
"2018-08-13 21:39:39Z","49.24648","-63.7899","303.3","11.2","Sat-AIS",
"2018-08-13 21:39:39Z","49.24648","-63.7899","303.3","11.2","Sat-AIS",
"2018-08-13 20:12:01Z","49.0987","-63.40825","302.7","12.4","Sat-AIS",
"2018-08-13 20:11:32Z","49.09782","-63.4061","302.1","12.4","Sat-AIS",
"2018-08-13 20:10:32Z","49.096","-63.4016","301.3","12.4","Sat-AIS",
"2018-08-13 20:10:31Z","49.095","-63.4","301","6","Sat-AIS",
"2018-08-13 20:10:31Z","49.095","-63.4","301","6","Sat-AIS",
"2018-08-13 20:08:58Z","49.09322","-63.39484","303.5","12.4","Sat-AIS",
"2018-08-13 19:09:49Z","48.99646","-63.14909","300.7","9.6","Sat-AIS",
"2018-08-13 18:35:21Z","48.95058","-63.03127","300.3","9.4","Sat-AIS",
"2018-08-13 18:34:30Z","48.94833","-63.02833","301","4.5","Sat-AIS",
"2018-08-13 18:33:12Z","48.94765","-63.02394","301.6","9.5","Sat-AIS",
"2018-08-13 18:31:30Z","48.945","-63.01667","299","4.5","Sat-AIS",
"2018-08-13 18:31:30Z","48.945","-63.01667","299","4.5","Sat-AIS",
"2018-08-13 18:02:12Z","48.90527","-62.91475","300","9.5","Sat-AIS",
"2018-08-13 16:59:41Z","48.82153","-62.69878","300.7","9.5","Sat-AIS",
"2018-08-13 16:59:31Z","48.82128","-62.69814","300.7","9.5","Sat-AIS",
"2018-08-13 16:59:22Z","48.82108","-62.69762","300.7","9.5","Sat-AIS",
"2018-08-13 16:59:02Z","48.82062","-62.69647","300.6","9.5","Sat-AIS",
"2018-08-13 16:58:52Z","48.82039","-62.69589","300.4","9.5","Sat-AIS",
"2018-08-13 16:58:41Z","48.82016","-62.69531","300.3","9.5","Sat-AIS",
"2018-08-13 16:58:30Z","48.81833","-62.69333","300","4.5","Sat-AIS",
"2018-08-13 16:58:30Z","48.81833","-62.69333","300","4.5","Sat-AIS",
"2018-08-13 16:58:30Z","48.81833","-62.69333","300","4.5","Sat-AIS",
"2018-08-13 16:58:30Z","48.81833","-62.69333","300","4.5","Sat-AIS",
"2018-08-13 16:58:30Z","48.81833","-62.69333","300","4.5","Sat-AIS",
"2018-08-13 16:58:30Z","48.81833","-62.69333","300","4.5","Sat-AIS",
"2018-08-13 16:57:52Z","48.81905","-62.6924","300.2","9.5","Sat-AIS",
"2018-08-13 16:57:41Z","48.81883","-62.69182","300","9.5","Sat-AIS",
"2018-08-13 16:57:31Z","48.81858","-62.69119","299.9","9.5","Sat-AIS",
"2018-08-13 16:57:11Z","48.81817","-62.69009","299.8","9.5","Sat-AIS",
"2018-08-13 16:56:22Z","48.81706","-62.68719","300","9.5","Sat-AIS",
"2018-08-13 16:55:30Z","48.815","-62.68333","300","4.5","Sat-AIS",
"2018-08-13 16:18:31Z","48.76758","-62.55759","298.3","9.3","Sat-AIS",
"2018-08-13 15:41:00Z","48.71518","-62.43455","299.7","9.2","Sat-AIS",
"2018-08-13 15:22:32Z","48.69101","-62.37224","300.1","9.3","Sat-AIS",
"2018-08-13 15:22:30Z","48.69","-62.37167","300","4.5","Sat-AIS",
"2018-08-13 15:22:30Z","48.69","-62.37167","300","4.5","Sat-AIS",
"2018-08-13 15:19:30Z","48.68667","-62.36167","300","4.5","Sat-AIS",
"2018-08-13 14:35:12Z","48.62991","-62.21323","302.1","9.3","Sat-AIS",
"2018-08-13 13:55:27Z","48.57834","-62.08","300","4.5","Sat-AIS",
"2018-08-13 13:52:27Z","48.57333","-62.07","301","4.5","Sat-AIS",
"2018-08-13 13:43:52Z","48.56353","-62.04302","299.9","9","Sat-AIS",
"2018-08-13 12:49:42Z","48.48666","-61.84565","297.8","10.9","Sat-AIS",
"2018-08-13 12:44:52Z","48.4791","-61.82658","304.2","11","Sat-AIS",
"2018-08-13 12:21:00Z","48.44107","-61.73275","298.6","10.9","Sat-AIS",
"2018-08-13 12:20:59Z","48.44107","-61.73275","298.6","10.9","Sat-AIS",
"2018-08-13 12:20:18Z","48.44008","-61.73","298.8","11","Sat-AIS",
"2018-08-13 12:19:27Z","48.43833","-61.725","298","5","Sat-AIS",
"2018-08-13 12:16:27Z","48.43333","-61.71333","298","5","Sat-AIS",
"2018-08-13 12:13:27Z","48.43","-61.70167","297","5.5","Sat-AIS",
"2018-08-13 10:43:26Z","48.285","-61.335","301","5.5","Sat-AIS",
"2018-08-13 10:40:26Z","48.28","-61.32167","299","5.5","Sat-AIS",
"2018-08-13 10:37:26Z","48.275","-61.31","301","5.5","Sat-AIS",
"2018-08-13 10:35:39Z","48.27327","-61.30341","300.5","11.3","Sat-AIS",
"2018-08-13 10:34:28Z","48.27","-61.29833","301","5.5","Sat-AIS",
"2018-08-13 10:34:28Z","48.27","-61.29833","301","5.5","Sat-AIS",
"2018-08-13 10:26:50Z","48.25885","-61.26736","301.3","11.3","Sat-AIS",
"2018-08-13 09:52:41Z","48.20349","-61.12835","300.8","11.3","Sat-AIS",
"2018-08-13 09:47:12Z","48.19472","-61.10626","299.9","11.2","Sat-AIS",
"2018-08-13 09:18:51Z","48.14999","-60.99191","299.8","11.1","Sat-AIS",
"2018-08-13 09:13:40Z","48.14185","-60.97123","300.2","11.1","Sat-AIS",
"2018-08-13 08:43:11Z","48.09116","-60.84638","300","11.8","Sat-AIS",
"2018-08-13 08:42:11Z","48.0895","-60.84209","299.5","11.8","Sat-AIS",
"2018-08-13 07:28:21Z","47.93211","-60.57587","329.7","12.2","Sat-AIS",
"2018-08-13 06:59:51Z","47.84918","-60.50214","329.5","12.2","Sat-AIS",
"2018-08-13 06:53:08Z","47.82964","-60.48514","330.2","12.2","Sat-AIS",
"2018-08-13 06:52:59Z","47.82914","-60.48473","330.1","12.2","Sat-AIS",
"2018-08-13 06:49:29Z","47.81893","-60.47579","330.4","12.2","Sat-AIS",
"2018-08-13 06:49:10Z","47.81794","-60.47496","330.5","12.2","Sat-AIS",
"2018-08-13 06:49:00Z","47.81745","-60.47455","330.5","12.2","Sat-AIS",
"2018-08-13 06:48:49Z","47.8169","-60.47409","330.5","12.3","Sat-AIS",
"2018-08-13 06:24:21Z","47.74419","-60.4085","328.5","12.7","Sat-AIS",
"2018-08-13 06:21:51Z","47.73668","-60.40145","328.2","12.7","Sat-AIS",
"2018-08-13 06:18:50Z","47.72771","-60.39308","327.4","12.6","Sat-AIS",
"2018-08-13 05:47:19Z","47.63316","-60.30681","329.7","12.6","Sat-AIS",
"2018-08-13 05:10:31Z","47.52362","-60.20583","326.8","12.6","Sat-AIS",
"2018-08-13 04:53:10Z","47.47056","-60.16078","330.8","12.6","Sat-AIS",
"2018-08-13 04:52:29Z","47.46846","-60.15904","330.7","12.6","Sat-AIS",
"2018-08-13 04:52:27Z","47.46833","-60.15833","330","6","Sat-AIS",
"2018-08-13 04:52:10Z","47.46749","-60.15825","330.7","12.5","Sat-AIS",
"2018-08-13 04:51:38Z","47.46585","-60.15686","329.9","12.5","Sat-AIS",
"2018-08-13 04:51:29Z","47.46539","-60.15645","329.9","12.5","Sat-AIS",
"2018-08-13 04:51:10Z","47.46444","-60.15565","329.6","12.5","Sat-AIS",
"2018-08-13 04:40:34Z","47.43287","-60.12902","329.2","12.3","Sat-AIS",
"2018-08-13 04:39:44Z","47.43041","-60.12688","330.4","12.3","Sat-AIS",
"2018-08-13 03:26:41Z","47.22521","-59.93061","317.8","12.3","Sat-AIS",
"2018-08-13 03:25:30Z","47.22222","-59.92669","318.7","12.3","Sat-AIS",
"2018-08-13 03:25:30Z","47.22222","-59.92669","318.7","12.3","Sat-AIS",
"2018-08-13 03:25:30Z","47.22222","-59.92669","318.7","12.3","Sat-AIS",
"2018-08-13 03:25:30Z","47.22222","-59.92669","318.7","12.3","Sat-AIS",
"2018-08-13 03:25:30Z","47.22222","-59.92669","318.7","12.3","Sat-AIS",
"2018-08-13 03:25:30Z","47.22222","-59.92669","318.7","12.3","Sat-AIS",
"2018-08-13 03:25:30Z","47.22222","-59.92669","318.7","12.3","Sat-AIS",
"2018-08-13 03:25:28Z","47.22167","-59.925","318","6","Sat-AIS",
"2018-08-13 03:22:28Z","47.21333","-59.915","317","6","Sat-AIS",
"2018-08-13 03:19:28Z","47.20667","-59.905","319","6","Sat-AIS",
"2018-08-13 03:18:21Z","47.20388","-59.90267","319","12.3","Sat-AIS",
"2018-08-13 03:18:21Z","47.20388","-59.90267","319","12.3","Sat-AIS",
"2018-08-13 03:16:28Z","47.19833","-59.895","317","6","Sat-AIS",
"2018-08-13 03:15:49Z","47.19742","-59.89404","318.4","12.3","Sat-AIS",
"2018-08-13 02:53:01Z","47.13914","-59.81705","318.8","12.2","Sat-AIS",
"2018-08-13 02:46:26Z","47.12167","-59.795","316","6","Sat-AIS",
"2018-08-13 02:43:26Z","47.115","-59.78333","316","6","Sat-AIS",
"2018-08-13 02:43:09Z","47.11462","-59.78398","316.4","12.2","Sat-AIS",
"2018-08-13 01:49:27Z","46.98","-59.60667","318","5.5","Sat-AIS",
"2018-08-13 01:46:28Z","46.97333","-59.59833","318","5.5","Sat-AIS",
"2018-08-13 01:46:11Z","46.97322","-59.59804","318.8","11.6","Sat-AIS",
"2018-08-13 01:45:40Z","46.97195","-59.59644","318.5","11.6","Sat-AIS",
"2018-08-13 01:42:00Z","46.96306","-59.58493","318.5","11.6","Sat-AIS",
"2018-08-13 01:36:41Z","46.95009","-59.56812","315.8","11.7","Sat-AIS",
"2018-08-13 01:05:52Z","46.8738","-59.46733","317.9","11.8","Sat-AIS",
"2018-08-13 00:59:40Z","46.85872","-59.4474","316.2","11.8","Sat-AIS",
"2018-08-13 00:40:42Z","46.8125","-59.38602","316.5","11.8","Sat-AIS",
"2018-08-13 00:28:40Z","46.7827","-59.34748","317.4","12","Sat-AIS",
"2018-08-13 00:28:40Z","46.7827","-59.34748","317.4","12","Sat-AIS",
"MMSI","IMO","IR","Ship Name","Call Sign",
"636017726","9755191","N/A","MSC ERICA","D5ML4",
"Timestamp","Lat","Lon","Heading","Speed","Source",
"2018-08-13 23:55:09Z","54.17136","7.52136","349.7","19.3","T-AIS",
"2018-08-13 23:49:08Z","54.14032","7.53067","342.4","18.3","T-AIS",
"2018-08-13 23:42:08Z","54.10896","7.55673","332.5","17.8","T-AIS",
"2018-08-13 23:36:08Z","54.08244","7.57891","332.5","17.5","T-AIS",
"2018-08-13 23:29:08Z","54.05385","7.60872","329.3","17.1","T-AIS",
"2018-08-13 23:23:08Z","54.02935","7.63239","330.6","16.6","T-AIS",
"2018-08-13 23:16:08Z","54.00139","7.65883","330.7","16.1","T-AIS",
"2018-08-13 23:09:08Z","53.97394","7.68464","331","16.1","T-AIS",
"2018-08-13 23:02:09Z","53.94631","7.71039","330.6","16.2","T-AIS",
"2018-08-13 22:56:08Z","53.92207","7.73226","333.3","16.5","T-AIS",
"2018-08-13 22:50:08Z","53.89795","7.75339","331.4","15.7","T-AIS",
"2018-08-13 22:43:32Z","53.88215","7.79197","286.4","15.9","T-AIS",
"2018-08-13 22:37:38Z","53.87333","7.83333","285","7.5","Sat-AIS",
"2018-08-13 22:37:38Z","53.87333","7.83333","285","7.5","Sat-AIS",
"2018-08-13 22:36:32Z","53.87355","7.84175","285.5","15.5","T-AIS",
"2018-08-13 22:30:32Z","53.86772","7.88441","280","15.4","T-AIS",
"2018-08-13 22:23:32Z","53.86207","7.93383","280.2","15.3","T-AIS",
"2018-08-13 22:17:32Z","53.85664","7.97624","282.6","15.2","T-AIS",
"2018-08-13 22:11:04Z","53.85078","8.02097","290","15.3","T-AIS",
"2018-08-13 22:04:56Z","53.83892","8.0592","298.4","14.6","T-AIS",
"2018-08-13 21:58:19Z","53.82653","8.09674","299.5","13.3","T-AIS",
"2018-08-13 21:51:36Z","53.80708","8.12546","324.9","14.8","T-AIS",
"2018-08-13 21:45:34Z","53.78783","8.14916","322.9","13.6","T-AIS",
"2018-08-13 21:38:53Z","53.76968","8.17619","320.6","13.3","T-AIS",
"2018-08-13 21:32:15Z","53.75172","8.20469","315.1","13.1","T-AIS",
"2018-08-13 21:24:43Z","53.73413","8.24167","303.3","13.4","T-AIS",
"2018-08-13 21:18:03Z","53.72094","8.27698","301.7","13.4","T-AIS",
"2018-08-13 21:11:25Z","53.70756","8.31253","302","13.3","T-AIS",
"2018-08-13 21:04:24Z","53.69087","8.34651","319.8","14","T-AIS",
"2018-08-13 20:57:44Z","53.67159","8.37445","321.7","13.6","T-AIS",
"2018-08-13 20:50:38Z","53.65119","8.40304","312.1","13","T-AIS",
"2018-08-13 20:50:18Z","53.65038","8.4046","308.1","12.9","T-AIS",
"2018-08-13 20:43:54Z","53.63755","8.43454","305.2","11.6","T-AIS",
"2018-08-13 20:37:14Z","53.62521","8.46372","305.9","11.3","T-AIS",
"2018-08-13 20:29:44Z","53.61148","8.49237","321","10","T-AIS",
"2018-08-13 20:23:05Z","53.59941","8.50787","322.4","5.8","T-AIS",
"2018-08-13 20:16:23Z","53.59291","8.51678","315.6","2.5","T-AIS",
"2018-08-13 20:09:43Z","53.59308","8.51959","225.5","1.1","T-AIS",
"2018-08-13 20:08:04Z","53.59342","8.52015","220.7","0.7","T-AIS",
"2018-08-13 20:06:23Z","53.59357","8.52055","257.5","0.3","T-AIS",
"2018-08-13 20:04:44Z","53.59354","8.52075","288.3","0.2","T-AIS",
"2018-08-13 20:03:05Z","53.59354","8.52082","41.3","N/A","T-AIS",
"2018-08-13 20:01:38Z","53.59333","8.52","41","N/A","Sat-AIS",
"2018-08-13 20:01:24Z","53.59357","8.52077","41.3","N/A","T-AIS",
"2018-08-13 19:59:44Z","53.59358","8.52076","41.3","N/A","T-AIS",
"2018-08-13 19:58:38Z","53.59333","8.52","41","N/A","Sat-AIS",
"2018-08-13 19:58:05Z","53.59353","8.52083","41.3","N/A","T-AIS",
"2018-08-13 19:56:24Z","53.59351","8.52081","41.3","N/A","T-AIS",
"2018-08-13 19:54:45Z","53.59353","8.52084","41.3","N/A","T-AIS",
"2018-08-13 19:32:13Z","53.59361","8.52078","41.3","N/A","T-AIS",
"2018-08-13 19:02:13Z","53.59353","8.52082","161.2","N/A","T-AIS",
"2018-08-13 18:40:40Z","53.59333","8.52","161","N/A","Sat-AIS",
"2018-08-13 18:32:15Z","53.59348","8.52082","161.2","N/A","T-AIS",
"2018-08-13 18:02:14Z","53.59336","8.52091","161.2","0.1","T-AIS",
"2018-08-13 17:32:14Z","53.59358","8.5208","195.5","N/A","T-AIS",
"2018-08-13 17:07:39Z","53.59333","8.52","195","N/A","Sat-AIS",
"2018-08-13 17:04:39Z","53.59333","8.52","195","N/A","Sat-AIS",
"2018-08-13 17:02:11Z","53.59352","8.52081","195.5","N/A","T-AIS",
"2018-08-13 16:52:37Z","53.59333","8.52","195","N/A","Sat-AIS",
"2018-08-13 16:32:13Z","53.59356","8.52087","195.5","N/A","T-AIS",
"2018-08-13 16:05:16Z","53.59357","8.52073","195.5","N/A","T-AIS",
"2018-08-13 15:44:13Z","53.59352","8.5208","195.5","N/A","T-AIS",
"2018-08-13 15:28:39Z","53.59333","8.52","195","N/A","Sat-AIS",
"2018-08-13 15:17:25Z","53.59346","8.52084","195.5","N/A","T-AIS",
"2018-08-13 14:53:10Z","53.59356","8.52078","195.5","N/A","T-AIS",
"2018-08-13 14:29:23Z","53.59355","8.52079","195.5","N/A","T-AIS",
"2018-08-13 14:05:17Z","53.59356","8.52077","195.5","N/A","T-AIS",
"2018-08-13 13:52:40Z","53.59333","8.52","195","N/A","Sat-AIS",
"2018-08-13 13:44:14Z","53.59351","8.52081","195.5","N/A","T-AIS",
"2018-08-13 13:41:27Z","53.59353","8.52078","195.5","N/A","T-AIS",
"2018-08-13 13:23:09Z","53.59353","8.52079","195.5","N/A","T-AIS",
"2018-08-13 12:59:08Z","53.59358","8.52086","195.5","N/A","T-AIS",
"2018-08-13 12:38:13Z","53.59358","8.52081","195.5","N/A","T-AIS",
"2018-08-13 12:29:12Z","53.59356","8.52077","195.5","N/A","T-AIS",
"2018-08-13 12:26:11Z","53.59353","8.52079","195.5","N/A","T-AIS",
"2018-08-13 12:11:11Z","53.59352","8.52084","195.5","N/A","T-AIS",
"2018-08-13 12:08:10Z","53.59352","8.52086","195.5","N/A","T-AIS",
"2018-08-13 12:02:09Z","53.59349","8.52089","195.5","N/A","T-AIS",
"2018-08-13 11:50:11Z","53.59356","8.52084","195.5","N/A","T-AIS",
"2018-08-13 11:47:07Z","53.59351","8.52083","195.5","N/A","T-AIS",
"2018-08-13 11:44:10Z","53.59351","8.5208","195.5","N/A","T-AIS",
"2018-08-13 11:32:09Z","53.59351","8.52081","195.5","N/A","T-AIS",
"2018-08-13 11:23:10Z","53.59354","8.52082","195.5","N/A","T-AIS",
"2018-08-13 11:23:10Z","53.59354","8.52082","195.5","N/A","T-AIS",
"2018-08-13 11:14:11Z","53.5935","8.52082","195.5","N/A","T-AIS",
"2018-08-13 11:08:11Z","53.59355","8.52075","195.5","N/A","T-AIS",
"2018-08-13 11:07:38Z","53.59333","8.52","195","N/A","Sat-AIS",
"2018-08-13 11:02:11Z","53.59351","8.52086","195.5","N/A","T-AIS",
"2018-08-13 10:59:13Z","53.59356","8.52076","195.5","N/A","T-AIS",
"2018-08-13 10:56:11Z","53.59353","8.5208","195.5","N/A","T-AIS",
"2018-08-13 10:50:06Z","53.59354","8.5208","195.5","N/A","T-AIS",
"2018-08-13 10:38:14Z","53.59353","8.5208","195.5","N/A","T-AIS",
"2018-08-13 10:32:13Z","53.59357","8.52082","195.5","N/A","T-AIS",
"2018-08-13 10:29:11Z","53.59352","8.52081","195.5","N/A","T-AIS",
"2018-08-13 10:26:13Z","53.59356","8.52082","195.5","N/A","T-AIS",
"2018-08-13 10:20:13Z","53.5935","8.52078","195.5","N/A","T-AIS",
"2018-08-13 10:11:08Z","53.59348","8.52077","195.5","N/A","T-AIS",
"2018-08-13 10:02:12Z","53.59354","8.52076","195.5","N/A","T-AIS",
"2018-08-13 09:59:15Z","53.59357","8.52076","195.5","N/A","T-AIS",
"2018-08-13 09:56:14Z","53.59357","8.52075","195.5","N/A","T-AIS",
"2018-08-13 09:56:12Z","53.59357","8.52075","195.5","N/A","T-AIS",
"2018-08-13 09:50:12Z","53.59354","8.52084","195.5","N/A","T-AIS",
"2018-08-13 09:50:12Z","53.59354","8.52084","195.5","N/A","T-AIS",
"2018-08-13 09:50:11Z","53.59314","8.52138","262.5","N/A","T-AIS",
"2018-08-13 09:44:10Z","53.59314","8.5214","332.3","N/A","T-AIS",
"2018-08-13 09:41:09Z","53.59355","8.52091","195.5","N/A","T-AIS",
"2018-08-13 09:35:10Z","53.59356","8.52083","195.5","N/A","T-AIS",
"2018-08-13 09:35:10Z","53.59316","8.52132","93","N/A","T-AIS",
"2018-08-13 09:32:10Z","53.59355","8.52082","195.5","N/A","T-AIS",
"2018-08-13 09:25:38Z","53.59333","8.52","195","N/A","Sat-AIS",
"2018-08-13 09:23:12Z","53.5936","8.52073","195.5","N/A","T-AIS",
"2018-08-13 09:14:12Z","53.59364","8.52082","195.5","N/A","T-AIS",
"2018-08-13 09:08:10Z","53.59356","8.52088","195.5","N/A","T-AIS",
"2018-08-13 09:08:10Z","53.59356","8.52088","195.5","N/A","T-AIS",
"2018-08-13 09:05:07Z","53.59313","8.52134","143.3","N/A","T-AIS",
"2018-08-13 09:02:06Z","53.59353","8.52085","195.5","N/A","T-AIS",
"2018-08-13 09:02:06Z","53.59353","8.52085","195.5","N/A","T-AIS",
"2018-08-13 09:01:38Z","53.59333","8.52","195","N/A","Sat-AIS",
"2018-08-13 08:56:11Z","53.59314","8.5213","16.5","N/A","T-AIS",
"2018-08-13 08:53:09Z","53.59352","8.5208","195.5","N/A","T-AIS",
"2018-08-13 08:47:08Z","53.59351","8.52083","195.5","N/A","T-AIS",
"2018-08-13 08:47:08Z","53.59351","8.52083","195.5","N/A","T-AIS",
"2018-08-13 08:47:07Z","53.59312","8.5213","255.5","N/A","T-AIS",
"2018-08-13 08:41:08Z","53.59353","8.52074","195.5","N/A","T-AIS",
"2018-08-13 08:38:09Z","53.59311","8.52127","215.6","N/A","T-AIS",
"2018-08-13 08:29:07Z","53.59351","8.52079","195.5","N/A","T-AIS",
"2018-08-13 08:29:07Z","53.59312","8.52128","220.1","N/A","T-AIS",
"2018-08-13 08:23:06Z","53.59354","8.52078","195.5","N/A","T-AIS",
"2018-08-13 08:23:06Z","53.59354","8.52078","195.5","N/A","T-AIS",
"2018-08-13 08:20:08Z","53.59311","8.52127","213.6","N/A","T-AIS",
"2018-08-13 08:14:08Z","53.59312","8.52128","220.5","N/A","T-AIS",
"2018-08-13 08:14:08Z","53.59347","8.5208","195.5","N/A","T-AIS",
"2018-08-13 08:08:08Z","53.59353","8.5208","195.5","N/A","T-AIS",
"2018-08-13 08:02:08Z","53.59358","8.52084","195.5","N/A","T-AIS",
"2018-08-13 08:02:08Z","53.59315","8.52131","238.6","N/A","T-AIS",
"2018-08-13 07:59:12Z","53.59352","8.52082","195.5","N/A","T-AIS",
"2018-08-13 07:56:08Z","53.59351","8.52078","195.5","N/A","T-AIS",
"2018-08-13 07:56:08Z","53.59314","8.5213","277.8","N/A","T-AIS",
"2018-08-13 07:55:37Z","53.59333","8.52","195","N/A","Sat-AIS",
"2018-08-13 07:55:37Z","53.59333","8.52","195","N/A","Sat-AIS",
"2018-08-13 07:50:05Z","53.59358","8.52083","195.5","N/A","T-AIS",
"2018-08-13 07:47:11Z","53.59316","8.52131","300.5","N/A","T-AIS",
"2018-08-13 07:41:12Z","53.5936","8.52076","195.5","N/A","T-AIS",
"2018-08-13 07:35:11Z","53.59356","8.52071","195.5","N/A","T-AIS",
"2018-08-13 07:32:10Z","53.59356","8.52071","195.5","N/A","T-AIS",
"2018-08-13 07:32:09Z","53.59314","8.52123","299.6","N/A","T-AIS",
"2018-08-13 07:26:08Z","53.59315","8.52123","138.3","N/A","T-AIS",
"2018-08-13 07:23:10Z","53.59354","8.52075","195.5","N/A","T-AIS",
"2018-08-13 07:17:10Z","53.59356","8.52073","195.5","N/A","T-AIS",
"2018-08-13 07:17:10Z","53.59315","8.52123","117.4","N/A","T-AIS",
"2018-08-13 07:11:15Z","53.59354","8.52073","195.5","N/A","T-AIS",
"2018-08-13 07:08:05Z","53.59315","8.52123","109.9","N/A","T-AIS",
"2018-08-13 07:02:07Z","53.59361","8.52075","195.5","N/A","T-AIS",
"2018-08-13 06:59:09Z","53.59312","8.52118","99.4","N/A","T-AIS",
"2018-08-13 06:53:10Z","53.59344","8.52068","319.9","N/A","T-AIS",
"2018-08-13 06:50:05Z","53.59345","8.52077","21","N/A","T-AIS",
"2018-08-13 06:29:07Z","53.59317","8.52134","70","N/A","T-AIS",
"2018-08-13 06:29:07Z","53.59351","8.52087","21","N/A","T-AIS",
"2018-08-13 06:20:08Z","53.5935","8.52085","21","N/A","T-AIS",
"2018-08-13 06:20:07Z","53.59346","8.52103","76.5","N/A","T-AIS",
"2018-08-13 06:19:37Z","53.59333","8.52","21","N/A","Sat-AIS",
"2018-08-13 06:14:07Z","53.59348","8.52083","93","N/A","T-AIS",
"2018-08-13 06:08:07Z","53.59349","8.52082","21","N/A","T-AIS",
"2018-08-13 06:08:07Z","53.59349","8.52082","21","N/A","T-AIS",
"2018-08-13 05:53:07Z","53.59312","8.52132","89","N/A","T-AIS",
"2018-08-13 05:49:36Z","53.59333","8.52","21","N/A","Sat-AIS",
"2018-08-13 05:44:09Z","53.59354","8.5208","21","N/A","T-AIS",
"2018-08-13 05:44:08Z","53.59313","8.52129","87.6","N/A","T-AIS",
"2018-08-13 05:41:09Z","53.59356","8.5208","21","N/A","T-AIS",
"2018-08-13 05:35:10Z","53.59313","8.52131","89","N/A","T-AIS",
"2018-08-13 05:23:07Z","53.59313","8.52127","105.3","N/A","T-AIS",
"2018-08-13 05:14:10Z","53.59314","8.52125","130.3","N/A","T-AIS",
"2018-08-13 05:14:10Z","53.59355","8.52078","21","N/A","T-AIS",
"2018-08-13 05:02:07Z","53.59311","8.52126","93","N/A","T-AIS",
"2018-08-13 04:50:05Z","53.59356","8.52087","21","N/A","T-AIS",
"2018-08-13 04:32:12Z","53.59348","8.52078","21","N/A","T-AIS",
"2018-08-13 04:26:11Z","53.59346","8.52083","21","N/A","T-AIS",
"2018-08-13 04:26:11Z","53.59346","8.52083","21","N/A","T-AIS",
"2018-08-13 04:07:37Z","53.59333","8.52","21","N/A","Sat-AIS",
"2018-08-13 04:02:05Z","53.59354","8.52078","21","N/A","T-AIS",
"2018-08-13 03:53:05Z","53.59358","8.52079","21","N/A","T-AIS",
"2018-08-13 03:44:13Z","53.59355","8.52078","21","N/A","T-AIS",
"2018-08-13 03:35:09Z","53.59354","8.52078","21","N/A","T-AIS",
"2018-08-13 03:35:09Z","53.59354","8.52078","21","N/A","T-AIS",
"2018-08-13 03:29:08Z","53.59347","8.5208","21","N/A","T-AIS",
"2018-08-13 03:23:08Z","53.59357","8.52075","21","N/A","T-AIS",
"2018-08-13 03:17:07Z","53.59353","8.52073","21","N/A","T-AIS",
"2018-08-13 03:17:07Z","53.59353","8.52073","21","N/A","T-AIS",
"2018-08-13 03:05:07Z","53.59348","8.52081","21","N/A","T-AIS",
"2018-08-13 02:53:14Z","53.59352","8.5208","21","N/A","T-AIS",
"2018-08-13 02:53:13Z","53.59352","8.5208","21","N/A","T-AIS",
"2018-08-13 02:44:07Z","53.59354","8.52078","21","N/A","T-AIS",
"2018-08-13 02:38:04Z","53.59351","8.5208","21","N/A","T-AIS",
"2018-08-13 02:35:09Z","53.59353","8.52078","21","N/A","T-AIS",
"2018-08-13 02:29:07Z","53.59354","8.52077","21","N/A","T-AIS",
"2018-08-13 02:20:09Z","53.59351","8.52078","21","N/A","T-AIS",
"2018-08-13 02:11:10Z","53.59354","8.52077","21","N/A","T-AIS",
"2018-08-13 02:05:10Z","53.59355","8.52081","21","N/A","T-AIS",
"2018-08-13 01:59:10Z","53.59354","8.52076","21","N/A","T-AIS",
"2018-08-13 01:50:10Z","53.59354","8.52079","21","N/A","T-AIS",
